,Unnamed: 0,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
20,35931,51.0,,0.74,220427.0,0.816,0.0,0.195,-4.763999999999999,0.0765,91.91,0.963,1
21,38054,50.0,1.5e-05,0.5429999999999999,218973.0,0.866,0.0298,0.32,-4.812,0.0399,137.946,0.321,1
22,36122,57.0,0.0837,0.498,175547.0,0.639,4.61e-05,0.1939999999999999,-6.04,0.0328,119.95296059529068,0.18,1
24,39772,50.0,0.00328,0.522,141133.0,,0.0,0.345,-4.137,0.0461,144.499,0.852,1
25,35506,51.0,0.0691,0.557,-1.0,0.61,0.0117,0.341,-9.899,,155.966,0.128,1
26,39071,59.0,0.144,0.613,285467.0,0.531,3.74e-06,0.8009999999999999,-9.172,0.0338,152.023,0.3379999999999999,1
28,39689,62.0,0.0003259999999999,0.499,205440.0,0.958,2.19e-06,0.432,-5.417000000000002,0.0898,127.491,0.359,1
29,35491,55.0,0.0295,0.542,185907.0,0.7659999999999999,0.0802,0.396,-5.4110000000000005,0.0282,88.06200000000001,0.643,1
30,36967,60.0,0.0847,,349187.0,0.424,0.0,0.2339999999999999,-10.583,0.0318,113.311,,1
32,39847,61.0,0.7959999999999999,0.4589999999999999,268530.0,,0.0,0.126,-6.856,0.0279,137.748,0.297,1
33,39871,64.0,0.412,0.652,163600.0,0.583,0.0,0.119,-7.811,0.038,119.95296059529068,0.7440000000000001,1
34,36760,63.0,0.0105,0.359,563893.0,0.762,0.281,0.368,-8.323,0.032,89.259,0.1669999999999999,1
35,37520,63.0,0.069,0.48,163453.0,0.969,0.00022,0.0608,-7.463999999999999,0.0854,142.489,0.494,1
36,38590,63.0,0.000393,0.272,262133.0,0.747,4.03e-05,0.16,-4.86,0.0401,202.777,0.255,1
37,39320,57.0,0.732,0.48,-1.0,0.298,0.00295,0.1,-13.477,0.0356,128.02200000000002,0.0556,1
38,39971,54.0,0.0074,0.6659999999999999,220462.0,0.573,0.000233,0.1159999999999999,-8.369,0.0361,96.982,0.4379999999999999,1
39,37104,62.0,0.000198,0.39,177048.0,0.91,0.0,0.156,-3.268,0.133,162.253,0.644,1
40,38604,53.0,,0.6509999999999999,269613.0,,0.00984,0.0254,-4.349,0.0409,92.022,0.83,1
41,39126,66.0,0.00941,0.5529999999999999,208280.0,0.8370000000000001,0.0,0.372,-5.608,0.0452,140.495,0.432,1
42,35034,54.0,0.174,0.568,213600.0,0.7140000000000001,0.0,0.0429,-7.138999999999999,0.0445,146.338,0.955,1
43,35070,71.0,0.0272,0.5770000000000001,168613.0,0.939,0.0,0.24,-1.352,0.108,105.092,0.7140000000000001,1
45,38911,57.0,0.735,,146400.0,0.373,0.0,0.303,-7.185,0.061,138.513,,1
47,39640,57.0,0.0424,0.629,244360.0,0.69,,0.363,-4.894,0.0357,102.036,0.307,1
48,38166,63.0,0.2689999999999999,0.45,297320.0,,0.515,0.0944,-13.692,0.0337,179.937,0.0839,1
49,37664,72.0,0.198,0.58,206360.0,0.498,0.0,0.132,-6.901,0.0277,116.271,0.111,1
50,39620,61.0,0.314,0.687,204333.0,0.648,1.37e-06,0.289,-9.137,,121.341,0.6,1
51,39633,67.0,0.344,0.489,176147.0,0.637,0.0,0.176,-5.013999999999999,0.0402,170.157,0.345,1
52,37456,58.0,0.00144,0.627,194533.0,0.63,0.19,0.337,-12.33,0.0403,125.154,0.3229999999999999,1
53,37851,52.0,0.0271,0.691,222000.0,0.754,0.0719,0.8809999999999999,-8.136000000000001,0.0372,144.085,0.924,1
55,38083,63.0,7.53e-06,0.5589999999999999,213920.0,0.871,0.00524,0.096,-5.337999999999999,0.0392,104.976,0.573,1
56,36108,53.0,0.000242,0.346,185524.0,,0.0119,0.271,-6.619,0.103,165.03599999999997,0.667,1
57,35173,53.0,0.7440000000000001,0.257,233901.0,0.452,0.0996,0.38,-12.365,0.0349,119.95296059529068,0.271,1
58,36675,49.0,0.00591,0.356,193213.0,0.8370000000000001,2.8300000000000007e-05,0.0635,-4.166,0.0721,131.668,0.54,1
59,37575,66.0,0.00187,0.552,299733.0,0.645,1.38e-06,0.0424,-6.595,0.0268,89.51799999999999,0.588,1
60,37382,72.0,,,250907.0,0.344,0.0112,0.106,-11.342,0.0349,144.171,,1
61,39400,51.0,0.0028699999999999,0.6759999999999999,286933.0,0.687,0.000446,0.2739999999999999,-7.792000000000002,0.0234,100.06,0.4029999999999999,1
63,38867,67.0,0.05,0.813,242200.0,0.977,2.75e-05,0.147,-6.077999999999999,0.0476,114.316,0.8420000000000001,1
64,35028,54.0,0.0173,0.575,246333.0,,0.0,0.173,-5.916,0.0279999999999999,107.967,0.332,1
65,37638,54.0,0.0887,0.626,260853.0,0.691,9.63e-05,0.115,-5.872999999999998,0.0283,109.005,0.396,1
66,38345,70.0,0.000242,0.606,193000.0,0.887,0.0,0.337,-4.404,0.0598,119.974,0.903,1
67,37220,69.0,0.00468,0.499,134200.0,0.873,0.0,0.165,-3.902,0.0386,142.726,0.8640000000000001,1
68,38687,64.0,0.00165,0.519,239333.0,0.78,2.14e-05,0.156,-4.939,0.0356,145.125,0.166,1
70,36912,59.0,0.104,0.595,234427.0,0.792,3.29e-06,0.171,-5.426,0.0297,119.531,0.611,1
71,35089,51.0,0.491,0.617,141091.0,0.6559999999999999,7.84e-06,0.0796,-8.023,0.304,84.712,0.475,1
72,35232,77.0,0.193,0.477,-1.0,,1.76e-06,0.131,-10.036,0.0277,81.204,0.423,1
73,35301,79.0,0.296,0.623,191360.0,0.417,0.0,0.135,-8.699,0.0354,130.032,0.721,1
74,36006,49.0,0.0946,0.419,281000.0,0.748,0.000174,0.0916,-8.142000000000001,0.0521,85.02,0.417,1
75,37143,59.0,0.122,,218853.0,0.601,5.69e-06,0.181,-5.996,,119.95296059529068,,1
76,35716,57.0,0.00864,0.509,238200.0,0.935,1.17e-06,0.255,-3.633,0.0493,148.062,0.501,1
77,37806,62.0,0.027,0.521,192333.0,0.901,0.0651,0.108,-5.518,0.067,131.18200000000002,0.8170000000000001,1
78,37532,55.0,0.271,0.421,263253.0,0.633,0.0,0.113,-6.8370000000000015,0.0433,155.715,0.161,1
79,38757,57.0,0.968,0.573,115827.0,0.235,0.0198,0.105,-16.982,0.0426,79.578,0.8340000000000001,1
80,38326,76.0,,0.49,145747.0,,0.0,0.311,-5.549,0.0476,130.726,0.866,1
82,39188,63.0,0.407,0.759,220893.0,0.779,0.061,0.159,-9.375,0.0347,128.211,0.918,1
83,36620,56.0,0.0116,0.507,-1.0,0.6659999999999999,0.3429999999999999,0.129,-8.362,0.0289999999999999,77.979,0.185,1
84,38029,70.0,0.0056799999999999,0.441,-1.0,0.762,3.3100000000000005e-05,0.0865,-3.857,0.0438,167.96400000000003,0.743,1
85,36418,62.0,0.0234,0.628,210653.0,0.797,3.57e-06,0.1119999999999999,-6.103,0.0371,119.95296059529068,0.497,1
86,35768,73.0,0.506,0.7440000000000001,328293.0,0.545,0.0977,0.0649,-9.361,0.0297,97.409,0.346,1
87,35660,59.0,0.0185,0.6559999999999999,248960.0,0.721,0.0,0.0478,-5.675,0.0322,93.947,0.472,1
89,38854,56.0,0.0238,0.655,313533.0,0.6940000000000001,0.0,0.0344,-5.184,0.0326,96.458,0.431,1
90,39158,58.0,0.0019199999999999,,205040.0,0.6990000000000001,6.45e-06,0.111,-5.55,0.0289,85.955,,1
91,35473,54.0,0.0487,0.565,234040.0,0.615,1.93e-06,0.16,-10.793,0.0384,143.928,0.591,1
94,35502,55.0,0.479,0.345,259741.0,0.461,,0.0993,-12.063,0.0645,96.346,0.171,1
95,39745,52.0,0.000347,0.39,272074.0,0.828,0.144,0.128,-5.452999999999999,0.0284,81.861,0.5539999999999999,1
96,37945,56.0,0.0984,0.396,197320.0,,0.0,0.0844,-6.952999999999999,0.0351,119.95296059529068,0.257,1
97,38461,62.0,0.4529999999999999,0.508,213267.0,0.493,0.0,0.241,-8.786,0.0327,127.671,0.467,1
98,35378,56.0,0.92,0.551,260840.0,0.289,0.00011,0.124,-9.83,0.0268,108.098,0.432,1
99,35084,64.0,0.298,0.541,160080.0,0.608,0.0,0.2339999999999999,-13.083,0.106,171.99200000000002,0.938,1
100,36558,60.0,,0.68,-1.0,0.701,4.72e-06,0.111,-10.36,,108.287,0.933,1
101,36674,71.0,0.5379999999999999,0.4039999999999999,148053.0,0.43,0.0,0.0802,-12.327,0.2239999999999999,180.06099999999998,0.6409999999999999,1
102,37136,66.0,0.0238,0.63,189227.0,0.908,0.5920000000000001,0.1159999999999999,-2.42,0.0326,120.522,0.968,1
103,39444,67.0,0.3379999999999999,0.633,-1.0,0.5589999999999999,0.0,0.262,-5.135,0.313,114.983,0.473,1
104,35470,64.0,0.79,0.727,133507.0,,0.0,0.105,-13.887,0.0454,122.421,0.6459999999999999,1
105,35253,60.0,0.2239999999999999,,217156.0,0.557,0.0,0.374,-5.882999999999999,0.0329,100.026,,1
106,35936,64.0,0.039,0.8240000000000001,249533.0,0.366,0.106,0.0403,-10.96,0.145,73.949,0.895,1
107,36340,57.0,0.0993,0.439,258160.0,0.591,0.00225,0.0718,-6.407,0.0419,125.893,0.397,1
109,36343,53.0,0.634,0.608,168027.0,0.178,0.352,0.166,-17.109,0.0264,84.78,0.401,1
110,36411,74.0,0.6,0.3339999999999999,336093.0,0.472,3.77e-06,0.317,-8.792,0.0277,179.167,0.431,1
111,36095,54.0,0.0219,0.597,218400.0,0.812,0.00106,0.102,-12.062,0.0315,135.68,0.823,1
112,39214,58.0,0.000957,0.445,192533.0,,3.510000000000001e-05,0.3779999999999999,-4.109,0.134,94.025,0.297,1
113,35747,52.0,0.6559999999999999,0.42,351678.0,0.662,0.000423,0.096,-9.828,0.0341,147.94899999999998,0.3779999999999999,1
114,37328,53.0,0.392,0.373,331173.0,0.5710000000000001,0.0476,0.126,-9.186,0.0334,161.874,0.6559999999999999,1
116,37128,64.0,0.17,0.505,-1.0,0.8370000000000001,0.0,0.113,-5.146,0.0358,140.066,0.623,1
117,37099,54.0,0.655,0.6990000000000001,252067.0,0.1969999999999999,0.0,0.0716,-14.792,0.0383,122.871,0.361,1
118,35245,68.0,0.0004059999999999,0.487,160886.0,0.888,0.00104,0.405,-4.7360000000000015,0.0887,137.939,0.563,1
119,37356,57.0,0.142,0.405,338240.0,0.7559999999999999,4.03e-05,0.638,-6.3610000000000015,0.0307,119.95296059529068,0.606,1
120,36375,71.0,,,205933.0,,1.7100000000000002e-05,0.605,-4.2810000000000015,0.157,126.064,,1
121,36062,62.0,0.0198,0.6,277533.0,0.912,6.52e-05,0.0883,-3.449,0.0724,110.339,0.506,1
122,39821,57.0,0.175,0.541,174573.0,0.662,0.0,0.0803,-7.1960000000000015,0.0382,144.046,0.742,1
123,35204,58.0,0.161,0.416,211487.0,0.53,1.34e-06,0.108,-8.182,0.0255,102.029,0.379,1
125,39754,64.0,0.25,0.546,178147.0,0.631,0.0,0.123,-5.7570000000000014,,129.556,0.569,1
126,37225,64.0,0.0263,0.54,188333.0,0.78,7.12e-06,0.35,-5.872000000000001,0.0418,144.011,0.514,1
127,39776,57.0,0.103,0.2789999999999999,496573.0,0.472,0.8740000000000001,0.063,-16.42,0.0295,115.13,0.135,1
128,37824,55.0,0.131,0.5670000000000001,290827.0,,0.011,0.0714,-11.963,0.0335,109.293,0.75,1
129,38155,54.0,0.0145,0.528,209206.0,0.875,0.0,0.138,-5.912000000000001,0.0436,136.83,0.479,1
130,39261,59.0,0.133,0.445,226827.0,0.7709999999999999,0.0,0.273,-4.607,0.0501,147.91299999999998,0.4479999999999999,1
131,38112,60.0,0.0819999999999999,0.8029999999999999,247160.0,0.718,0.000881,0.079,-6.457000000000002,0.0357,115.017,0.933,1
133,36380,59.0,0.00286,0.391,250627.0,0.557,0.0,0.209,-4.47,0.0291,145.861,0.142,1
134,38973,64.0,0.664,0.4029999999999999,212640.0,0.45,7.57e-06,0.0946,-6.314,0.0297,147.694,0.1159999999999999,1
136,39450,61.0,0.000484,0.348,187907.0,,6.36e-05,0.281,-4.589,0.0662,148.043,0.392,1
137,38562,61.0,5.870000000000001e-05,0.248,311200.0,0.988,0.84,0.3229999999999999,-3.74,0.144,119.95296059529068,0.149,1
139,35184,67.0,0.0609,0.648,242035.0,0.75,4.41e-06,0.104,-3.248,0.0335,105.03,0.556,1
140,38703,47.0,,0.561,184632.0,0.715,0.0,0.119,-6.343999999999999,0.0417,153.95600000000002,0.4529999999999999,1
141,38826,55.0,0.287,0.677,237388.0,0.45,,0.0992,-9.352,0.0325,119.912,0.432,1
142,39883,53.0,0.258,0.492,202032.0,0.7240000000000001,0.162,0.255,-6.79,0.0332,84.23700000000001,0.3229999999999999,1
143,38904,61.0,0.21,0.494,180320.0,0.47,0.0,0.28,-9.599,0.0301,103.477,0.698,1
144,39492,50.0,0.0722,0.557,183787.0,,0.00311,0.14,-6.311,0.038,93.98,0.357,1
145,38243,60.0,0.27,0.546,196907.0,0.838,1.24e-05,0.0841,-3.51,0.0319,151.914,0.7190000000000001,1
146,37979,58.0,0.267,0.406,320010.0,0.351,0.000893,0.0967,-7.871,0.0311,118.633,0.246,1
147,38585,48.0,0.00104,0.507,182987.0,0.959,0.0,0.147,-4.763,0.118,165.136,0.436,1
148,37892,70.0,0.748,0.401,-1.0,0.527,0.00305,0.359,-15.632,0.0615,133.749,0.208,1
149,37580,54.0,0.0523,0.6940000000000001,215307.0,0.951,0.0033799999999999,0.293,-5.4,0.0784,120.014,0.74,1
150,36424,75.0,0.0626,,264067.0,0.505,9.22e-05,0.172,-9.129,,74.807,,1
151,38912,56.0,0.0193,0.614,323600.0,0.677,0.518,0.108,-8.317,0.0323,126.477,0.7170000000000001,1
152,39678,70.0,0.272,0.47,-1.0,,0.00671,0.0491,-6.74,0.0495,151.836,0.49,1
153,39907,61.0,0.836,0.33,187040.0,0.214,0.0701,0.178,-17.699,0.0311,147.795,0.275,1
154,36865,62.0,0.4479999999999999,0.504,-1.0,0.501,0.0,0.19,-11.899,0.0385,94.961,0.731,1
156,37899,65.0,0.195,0.606,172640.0,0.805,8.81e-06,0.109,-5.399,0.214,119.95296059529068,0.725,1
157,37852,68.0,0.00107,0.46,-1.0,0.7959999999999999,0.0,0.106,-4.501,0.0333,100.011,0.182,1
158,38669,54.0,0.000314,0.503,177240.0,0.741,0.574,0.44,-5.6720000000000015,0.0357,120.998,0.544,1
159,35149,65.0,0.5660000000000001,0.368,-1.0,0.575,0.0,0.1159999999999999,-5.1,0.0443,197.639,0.294,1
160,37109,54.0,,0.675,274253.0,,2.65e-06,0.1009999999999999,-9.501,0.0263,113.881,0.66,1
163,36133,51.0,0.0483,0.498,227400.0,0.68,0.0,0.1689999999999999,-5.34,0.0332,160.043,0.695,1
164,35156,53.0,0.973,0.107,345373.0,0.289,0.934,0.0812,-16.15,0.0337,77.78699999999999,0.0364,1
165,38596,54.0,0.929,,390328.0,0.195,0.807,0.0798,-19.454,0.0335,126.862,,1
166,36057,65.0,0.0521,0.8290000000000001,-1.0,0.8440000000000001,0.00148,0.171,-4.329,0.0966,130.04,0.762,1
167,36595,56.0,0.00227,0.56,218554.0,0.688,0.0,0.0596,-4.437,0.0559999999999999,76.997,0.611,1
168,38013,66.0,0.623,0.752,233280.0,,0.0706,0.107,-9.483,0.0398,126.001,0.282,1
169,37034,66.0,0.444,0.579,245640.0,0.605,0.000645,0.11,-6.686,0.0328,121.793,0.74,1
170,38423,62.0,0.0090599999999999,0.508,225000.0,0.991,1.28e-05,0.316,-1.768,0.123,95.524,0.295,1
171,36812,64.0,0.0766,0.397,327400.0,0.499,1.55e-06,0.111,-10.972,0.0685,171.067,0.367,1
172,37701,61.0,0.0017399999999999,0.564,257347.0,0.941,6.42e-05,0.242,-4.787,0.051,112.008,0.542,1
173,38044,64.0,0.0125,0.522,245960.0,0.923,0.017,0.0854,-4.56,0.0539,119.95296059529068,0.595,1
174,35477,49.0,0.000821,0.3429999999999999,217440.0,0.89,0.0,0.0912,-5.759,0.0655,100.061,0.525,1
175,38294,54.0,0.503,0.22,419400.0,0.44,0.862,0.12,-9.456,,79.095,0.13,1
177,38501,53.0,0.00824,0.502,211809.0,0.758,0.0,0.102,-5.035,0.0718,149.738,0.423,1
178,35284,67.0,0.000932,0.513,258920.0,0.877,0.0001629999999999,0.136,-3.756,0.0292,145.91899999999998,0.389,1
179,36746,51.0,0.151,0.7659999999999999,291800.0,0.6809999999999999,8.68e-05,0.266,-6.919,0.0565,141.94,0.853,1
180,39629,56.0,,,-1.0,0.3429999999999999,5.97e-05,0.121,-16.192,0.044,153.466,,1
181,37891,57.0,0.58,0.518,-1.0,0.417,0.0,0.0722,-13.268,0.0325,119.95296059529068,0.311,1
182,36946,53.0,0.775,0.435,-1.0,0.384,0.92,0.119,-14.024,0.0289,159.092,0.171,1
183,35105,53.0,0.0038799999999999,0.615,280347.0,0.889,0.0,0.0947,-2.539,0.0371,131.96,0.659,1
185,38575,68.0,0.083,0.503,-1.0,0.8240000000000001,0.0,0.21,-4.039,0.0524,161.981,0.4479999999999999,1
187,38666,68.0,0.0189,0.7170000000000001,205000.0,0.7959999999999999,8.94e-05,0.19,-3.677,0.0303,105.017,0.942,1
188,35535,53.0,0.56,0.574,182267.0,0.563,,0.3229999999999999,-8.543,0.0292,134.083,0.67,1
190,35686,54.0,0.4539999999999999,0.385,130333.0,0.7909999999999999,0.0,0.0755,-2.647,0.0949,194.638,0.764,1
191,38799,53.0,0.00351,0.422,205427.0,0.953,1.03e-06,0.575,-5.9270000000000005,0.123,152.009,0.2,1
192,38949,55.0,0.0226,0.4479999999999999,224550.0,,0.205,0.0425,-7.427,0.026,81.814,0.7090000000000001,1
193,39671,53.0,0.000252,0.276,266027.0,0.883,0.462,0.0973,-5.625,0.0446,164.05200000000002,0.1639999999999999,1
194,37023,65.0,0.218,0.552,125827.0,0.742,0.0,0.3389999999999999,-7.962999999999999,0.0454,138.591,0.7509999999999999,1
195,36101,65.0,0.096,,248880.0,0.945,7.71e-06,0.495,-4.66,0.0779,120.723,,1
196,35834,51.0,0.0424,0.512,206067.0,0.552,0.00213,0.111,-9.499,0.0355,143.977,0.21,1
197,37810,55.0,0.128,0.534,295467.0,0.6629999999999999,3.63e-05,0.431,-5.48,0.0286,141.525,0.573,1
198,38834,60.0,0.00792,0.306,287880.0,0.872,0.8,0.261,-7.313,0.05,167.946,0.648,1
199,39386,52.0,0.615,0.4039999999999999,-1.0,0.272,0.000907,0.13,-10.575,0.0445,126.18,0.119,1
200,38896,53.0,,0.6759999999999999,265933.0,,0.0072,0.0619,-19.42,,115.237,0.818,1
201,35769,61.0,0.0534,0.462,-1.0,0.628,0.00025,0.12,-5.659,0.0274,140.049,0.0981,1
202,37772,65.0,0.492,0.7609999999999999,189387.0,0.5920000000000001,0.00626,0.61,-9.836,0.0586,123.095,0.332,1
203,39333,59.0,0.00758,0.64,227013.0,0.469,0.000453,0.0711,-8.718,0.0412,90.001,0.305,1
204,38300,54.0,0.8640000000000001,0.736,182027.0,0.297,1.49e-05,0.0609,-9.648,0.0349,119.95296059529068,0.186,1
205,37199,65.0,0.0006309999999999,0.246,212733.0,0.768,0.301,0.102,-7.48,0.0387,169.873,0.35,1
206,37362,62.0,0.354,0.715,-1.0,0.775,0.0,0.144,-6.613,0.0433,106.013,0.8029999999999999,1
208,38984,56.0,0.000349,0.684,268760.0,,0.55,0.103,-6.6610000000000005,0.0775,101.46,0.555,1
209,35916,50.0,0.0133,0.444,247373.0,0.609,0.0,0.0636,-11.19,0.0366,124.005,0.78,1
210,38150,65.0,0.000719,,-1.0,0.932,0.0594,0.174,-6.11,0.11,99.929,,1
211,36004,63.0,0.35,0.691,198907.0,0.336,0.000684,0.119,-10.843,0.0392,135.954,0.613,1
212,38658,61.0,0.351,0.541,199490.0,0.483,0.4,0.111,-10.675,0.0514,80.73,0.6409999999999999,1
213,37488,57.0,6.68e-05,0.4479999999999999,242995.0,0.974,0.000391,0.119,-2.919,0.12,137.96,0.2239999999999999,1
214,39081,51.0,0.27,0.648,248173.0,0.637,4.22e-06,0.0469,-10.138,0.0296,119.95296059529068,0.738,1
215,37375,69.0,0.45,0.643,250107.0,0.809,1.22e-06,0.154,-3.275,0.0279999999999999,112.677,0.499,1
218,38794,62.0,0.0004559999999999,0.519,190707.0,0.892,0.000525,0.5720000000000001,-5.285,0.113,174.02700000000002,0.5589999999999999,1
219,36025,65.0,0.135,0.7559999999999999,246893.0,0.415,0.0,0.144,-14.429,0.0555,96.99,0.68,1
221,35738,55.0,0.0934,0.602,248000.0,0.493,0.00251,0.28,-17.899,0.0279,101.941,0.505,1
222,39587,57.0,0.000126,0.626,188600.0,0.7909999999999999,0.0219,0.439,-2.734,0.0721,133.204,0.433,1
223,38279,68.0,0.021,0.424,254533.0,0.632,0.0117,0.0545,-7.2429999999999986,0.0922,97.694,0.356,1
224,36625,63.0,0.000841,0.65,225947.0,,0.0003509999999999,0.122,-3.677,0.0314,121.896,0.409,1
225,38140,54.0,0.141,,224960.0,0.8029999999999999,0.0,0.297,-4.1160000000000005,,147.90200000000002,,1
226,37694,70.0,0.00018,0.546,207213.0,0.959,0.00144,0.0584,-4.664,0.0819999999999999,127.831,0.416,1
227,37712,61.0,0.159,0.674,217387.0,0.705,6.11e-06,0.106,-7.516,0.0259,95.99,0.635,1
228,35302,53.0,0.0054,0.556,207040.0,0.7020000000000001,0.0,0.218,-5.792000000000002,0.0423,132.33,0.452,1
229,37344,62.0,0.727,0.73,163093.0,0.504,0.0,0.143,-11.686,0.0481,126.282,0.883,1
231,38779,58.0,0.00059,0.594,218720.0,0.858,3.11e-06,0.0642,-4.339,0.0387,138.02100000000002,0.6629999999999999,1
232,36260,56.0,0.375,0.677,255040.0,,0.000269,0.0594,-9.457,0.0291,119.95296059529068,0.568,1
233,39525,66.0,0.000821,0.389,189707.0,0.748,0.00058,0.358,-4.461,0.0805,119.95296059529068,0.216,1
234,35235,53.0,0.000289,0.44,221459.0,0.74,0.000543,0.13,-6.4220000000000015,0.0376,162.095,0.337,1
235,38281,53.0,0.222,0.474,352907.0,0.382,,0.149,-13.291,0.0252,80.8,0.69,1
236,38235,66.0,0.318,0.695,215853.0,0.731,0.0,0.143,-2.15,0.034,122.522,0.497,1
237,35696,50.0,0.0012699999999999,0.41,183147.0,0.979,0.0125,0.355,-5.021,0.106,146.741,0.478,1
238,37759,67.0,0.0014,0.476,202053.0,0.979,0.00729,0.0944,-3.506,0.132,140.404,0.416,1
239,39868,51.0,0.337,0.563,211573.0,0.497,0.00273,0.162,-7.595,0.0351,169.977,0.561,1
240,35974,55.0,,,210747.0,,0.0,0.122,-6.8660000000000005,0.0298,112.014,,1
241,35638,57.0,0.979,0.405,245040.0,0.152,9.07e-05,0.104,-13.901,0.0395,61.34,0.3829999999999999,1
242,39097,55.0,0.0674,0.432,-1.0,0.612,1.34e-06,0.111,-6.871,0.0285,89.995,0.113,1
244,36326,75.0,0.0144,0.526,195200.0,0.862,0.0597,0.2289999999999999,-6.002999999999999,0.0905,90.052,0.528,1
245,36836,61.0,0.00987,0.6779999999999999,268093.0,0.53,0.000274,0.0437,-8.515,0.024,91.779,0.6779999999999999,1
246,37183,62.0,0.0244,0.564,168094.0,0.6679999999999999,1.15e-05,0.168,-6.577999999999999,0.0442,79.99,0.32,1
247,36422,70.0,0.0354,0.526,193773.0,0.8009999999999999,3.17e-06,0.0637,-3.717,0.0393,172.024,0.769,1
249,39720,61.0,0.698,0.285,238076.0,0.371,0.00392,0.104,-6.832999999999998,0.0295,154.989,0.372,1
250,39706,69.0,0.00197,0.352,-1.0,0.912,0.0,0.193,-4.253,,166.795,0.351,1
251,39123,58.0,0.34,0.508,296427.0,0.638,3.2e-05,0.0769,-4.671,0.0278,119.95296059529068,0.484,1
252,36657,53.0,0.0248,0.574,182320.0,0.701,3.12e-05,0.313,-6.037999999999999,0.0572,145.069,0.25,1
254,37280,62.0,0.0812,0.56,230800.0,0.7979999999999999,1.54e-06,0.327,-6.6720000000000015,0.0316,124.397,0.675,1
255,35882,64.0,0.0001629999999999,,196947.0,0.8170000000000001,0.03,0.4029999999999999,-4.59,0.0759,119.95296059529068,,1
256,38530,51.0,0.147,0.44,201076.0,,0.0,0.105,-8.465,0.0925,187.783,0.405,1
257,37021,56.0,0.158,0.66,158800.0,0.557,0.0,0.5429999999999999,-9.597,0.03,110.743,0.7879999999999999,1
258,35431,77.0,0.1669999999999999,0.491,189187.0,0.867,0.0,0.4579999999999999,-2.313,0.103,167.965,0.602,1
259,35631,68.0,0.465,0.195,269107.0,0.483,0.497,0.0686,-4.9910000000000005,0.03,84.71,0.173,1
260,36594,53.0,,0.327,207640.0,0.948,0.515,0.126,-4.355,0.0711,177.328,0.469,1
261,37228,24.0,0.00633,0.606,186627.0,0.8,9.04e-06,0.506,-4.194,0.0271,130.006,0.691,1
262,37222,56.0,0.00134,0.684,215880.0,0.992,0.0,0.878,-1.893,0.0748,133.963,0.757,1
263,39488,55.0,0.0152,0.63,212600.0,0.691,0.0,0.303,-4.334,0.0312,93.014,0.261,1
265,36744,61.0,0.0725,0.6409999999999999,-1.0,0.792,0.513,0.175,-6.452999999999999,0.0272,87.069,0.67,1
